Location,Number of Cows,Farm Size,Product Name,Brand,Price per Unit,Quantity (liters/kg),Total Value,Shelf Life (days),Storage Condition,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Kerala,11,Small,Milk,Amul,84.9,380.1,32270.49,2,Polythene Packet,235,80.97,19027.95,Jharkhand,Wholesale,145,87.44,49.02
Maharashtra,58,Medium,Ice Cream,Mother Dairy,55.98,23.55,1318.329,28,Frozen,13,51.98,675.74,Jharkhand,Online,10,97.64,102.02
Haryana,73,Medium,Lassi,Mother Dairy,75.31,872.21,65686.1351,15,Refrigerated,175,71.53,12517.75,Delhi,Retail,697,12.03,147.72
Karnataka,92,Large,Curd,Mother Dairy,55.95,796.73,44577.0435,7,Refrigerated,320,54.38,17401.6,Maharashtra,Retail,476,90.68,89.23
Kerala,13,Medium,Ice Cream,Mother Dairy,68.96,365.14,25180.0544,30,Frozen,274,65.32,17897.68,Madhya Pradesh,Wholesale,91,19.52,40.71
Maharashtra,44,Small,Ice Cream,Dodla Dairy,34.46,205.77,7090.8342,29,Frozen,14,30.15,422.1,Jharkhand,Retail,191,11.67,36.18
Karnataka,77,Medium,Paneer,Mother Dairy,78.56,421.74,33131.8944,7,Refrigerated,127,76.17,9673.59,Bihar,Wholesale,294,97.59,105.83
Uttar Pradesh,21,Small,Butter,Amul,95.38,844.47,80545.5486,38,Frozen,188,90.64,17040.32,Karnataka,Retail,656,79.33,71.89
Chandigarh,81,Small,Ice Cream,Palle2patnam,93.01,278.58,25910.7258,27,Frozen,109,94.07,10253.63,Karnataka,Retail,169,72.34,194.19
Haryana,29,Medium,Lassi,Sudha,67.74,745.63,50508.9762,12,Refrigerated,388,72.7,28207.6,Telangana,Online,357,85.4,174.38
Gujarat,36,Medium,Ice Cream,Palle2patnam,52.94,369.61,19567.1534,23,Frozen,27,52.21,1409.67,Chandigarh,Online,342,59.25,136.68
Chandigarh,34,Large,Curd,Mother Dairy,21.19,26.85,568.9515,5,Refrigerated,5,18.51,92.55,Jharkhand,Retail,21,92.53,140.79
Uttar Pradesh,86,Large,Ghee,Mother Dairy,74.83,817.19,61150.3277,78,Ambient,655,72.69,47611.95,Haryana,Wholesale,162,92.7,180.48
Chandigarh,91,Large,Buttermilk,Mother Dairy,76.24,584.94,44595.8256,8,Refrigerated,66,77.46,5112.36,Jharkhand,Online,518,16.9,186.62
Karnataka,19,Large,Paneer,Sudha,45.25,324.78,14696.295,11,Refrigerated,316,45.46,14365.36,Jharkhand,Wholesale,8,18.53,144.57
Rajasthan,47,Large,Paneer,Mother Dairy,83.67,638.88,53455.0896,7,Refrigerated,331,82.91,27443.21,Madhya Pradesh,Online,307,92.03,167.28
Madhya Pradesh,36,Medium,Ice Cream,Mother Dairy,24.09,526.99,12695.1891,24,Frozen,219,19.62,4296.78,Karnataka,Online,307,19.13,65.27
West Bengal,52,Medium,Ice Cream,Mother Dairy,50.9,429.58,21865.622,25,Frozen,156,54.53,8506.68,Rajasthan,Online,273,12.95,131.5
Delhi,46,Small,Butter,Amul,14.31,883.7,12645.747,26,Frozen,250,17.28,4320,Tamil Nadu,Wholesale,633,92.65,103.57
Karnataka,71,Large,Curd,Sudha,49.69,658.24,32707.9456,7,Refrigerated,427,50.98,21768.46,Maharashtra,Wholesale,231,70.52,66.65
Kerala,31,Small,Milk,Mother Dairy,51.21,644.42,33000.7482,27,Tetra Pack,485,50.86,24667.1,Chandigarh,Online,159,22.88,100.89
Haryana,56,Medium,Paneer,Sudha,91.03,202.73,18454.5119,14,Refrigerated,95,93.07,8841.65,Karnataka,Retail,107,21.96,98.8
Delhi,52,Small,Cheese,Dynamix Dairies,27.3,850.42,23216.466,58,Frozen,638,32.28,20594.64,Uttar Pradesh,Retail,212,32.34,78.57
Rajasthan,23,Small,Milk,Raj,96.75,791.02,76531.185,26,Tetra Pack,762,94.7,72161.4,Gujarat,Retail,29,12.29,184.83
Delhi,49,Small,Buttermilk,Amul,69.59,27.32,1901.1988,12,Refrigerated,25,72.61,1815.25,Chandigarh,Online,2,39.24,77.09
West Bengal,93,Small,Lassi,Amul,14.2,123.8,1757.96,13,Refrigerated,39,10.83,422.37,Tamil Nadu,Online,84,45.41,156.87
Jharkhand,58,Medium,Milk,Mother Dairy,63.29,347.23,21976.1867,1,Polythene Packet,153,63.02,9642.06,Delhi,Retail,194,33.94,46.97
Maharashtra,54,Medium,Milk,Raj,12.05,895.75,10793.7875,23,Tetra Pack,887,16.07,14254.09,Telangana,Retail,8,95,153.48
Maharashtra,12,Small,Curd,Amul,44.19,873.48,38599.0812,5,Refrigerated,348,42.55,14807.4,Telangana,Online,525,25.68,183.83
Karnataka,20,Large,Milk,Amul,54.51,420.95,22945.9845,2,Polythene Packet,282,57.35,16172.7,Gujarat,Online,138,65.47,55.17
Bihar,24,Medium,Buttermilk,Raj,97.7,514.55,50271.535,10,Refrigerated,346,101.88,35250.48,Kerala,Online,168,87.97,159.32
Madhya Pradesh,27,Medium,Lassi,Amul,59.29,550.92,32664.0468,14,Refrigerated,410,55.44,22730.4,Kerala,Retail,140,92.36,113.19
Chandigarh,28,Large,Yogurt,Dodla Dairy,54.32,549.47,29847.2104,26,Refrigerated,135,58.65,7917.75,Karnataka,Retail,414,14.17,89.16
Haryana,80,Small,Lassi,Sudha,92.57,100.3,9284.771,12,Refrigerated,71,94.3,6695.3,West Bengal,Wholesale,29,87.09,161.9
Maharashtra,69,Large,Cheese,Britannia Industries,79.63,253.04,20149.5752,82,Refrigerated,71,83.67,5940.57,Haryana,Retail,182,13.56,86.82
Haryana,23,Large,Lassi,Amul,17.6,783.34,13786.784,15,Refrigerated,524,13.42,7032.08,Chandigarh,Retail,259,65.31,40.84
Maharashtra,51,Large,Yogurt,Palle2patnam,19.39,561.7,10891.363,27,Frozen,82,19.72,1617.04,Chandigarh,Online,479,35.42,112.88
Delhi,95,Medium,Ghee,Sudha,23.13,356.3,8241.219,83,Ambient,288,22.35,6436.8,Karnataka,Wholesale,68,21.86,64.64
Telangana,72,Large,Buttermilk,Mother Dairy,91.1,408.26,37192.486,9,Refrigerated,310,93.69,29043.9,West Bengal,Wholesale,98,73.92,41.68
Rajasthan,100,Medium,Ice Cream,Palle2patnam,81.51,728.07,59344.9857,26,Frozen,33,86.32,2848.56,Tamil Nadu,Online,695,61.69,83.64
Bihar,77,Small,Buttermilk,Sudha,12.21,164,2002.44,10,Refrigerated,118,11.32,1335.76,Karnataka,Retail,46,36.4,75.92
Uttar Pradesh,58,Medium,Curd,Raj,34.29,208.75,7158.0375,6,Refrigerated,60,35.13,2107.8,Rajasthan,Retail,148,90.14,58.2
Haryana,61,Small,Butter,Amul,71.47,556.3,39758.761,39,Refrigerated,299,75.52,22580.48,Kerala,Retail,257,28.37,133.87
Uttar Pradesh,86,Large,Milk,Sudha,50.2,985.85,49489.67,26,Tetra Pack,326,51,16626,West Bengal,Online,659,95.57,164.36
Uttar Pradesh,64,Medium,Ice Cream,Amul,19.96,877.76,17520.0896,26,Frozen,618,19.96,12335.28,Karnataka,Online,259,83.81,55.1
Delhi,83,Large,Buttermilk,Amul,86.9,782.49,67998.381,12,Refrigerated,689,91.15,62802.35,Tamil Nadu,Wholesale,93,70.51,70.52
Haryana,22,Large,Buttermilk,Sudha,12.37,522.19,6459.4903,7,Refrigerated,214,12.28,2627.92,Kerala,Online,308,73.41,60.25
Haryana,71,Large,Lassi,Amul,31.5,121.03,3812.445,14,Refrigerated,18,30.09,541.62,Rajasthan,Wholesale,103,62.2,123.1
Delhi,70,Small,Butter,Mother Dairy,27.33,323.86,8851.0938,32,Frozen,8,25.65,205.2,Bihar,Online,315,13.84,191.62
Madhya Pradesh,48,Medium,Ghee,Mother Dairy,81.77,656.46,53678.7342,109,Ambient,146,82.19,11999.74,West Bengal,Retail,510,93.93,99.04
Haryana,91,Large,Ghee,Sudha,13.99,565.4,7909.946,88,Ambient,556,14.29,7945.24,Chandigarh,Retail,9,64.3,20.19
Uttar Pradesh,25,Medium,Curd,Sudha,63.67,220.21,14020.7707,6,Refrigerated,218,65.75,14333.5,Delhi,Retail,2,74.74,131.05
Jharkhand,51,Large,Yogurt,Dodla Dairy,98.37,724.27,71246.4399,30,Refrigerated,489,99.61,48709.29,Delhi,Retail,235,48.95,64.87
Maharashtra,12,Large,Buttermilk,Mother Dairy,29.29,768.94,22522.2526,14,Refrigerated,748,26.97,20173.56,Haryana,Wholesale,20,18.22,192.37
Chandigarh,38,Large,Lassi,Sudha,20.15,2.11,42.5165,13,Refrigerated,1,17.46,17.46,Bihar,Online,1,74.34,190.93
Delhi,82,Medium,Lassi,Amul,37.15,923.24,34298.366,13,Refrigerated,414,37.79,15645.06,Chandigarh,Wholesale,509,87.71,89.75
West Bengal,37,Small,Ghee,Raj,47.77,88.04,4205.6708,127,Ambient,22,51.79,1139.38,Uttar Pradesh,Retail,66,95.15,37.84
Chandigarh,97,Large,Lassi,Sudha,36.63,680.44,24924.5172,18,Refrigerated,566,40.37,22849.42,Karnataka,Online,114,83.1,150.93
Uttar Pradesh,12,Small,Butter,Mother Dairy,83.47,513.86,42891.8942,39,Frozen,160,87.4,13984,Chandigarh,Online,353,50.4,103.86
Telangana,82,Medium,Curd,Mother Dairy,99.78,566.41,56516.3898,7,Refrigerated,110,101.1,11121,Telangana,Retail,456,77.08,158.2
Bihar,60,Large,Butter,Warana,19.22,731.94,14067.8868,29,Frozen,309,17.96,5549.64,Tamil Nadu,Retail,422,50.93,50.83
Gujarat,19,Large,Butter,Mother Dairy,90.18,950.92,85753.9656,34,Refrigerated,642,93.13,59789.46,Haryana,Online,308,94.08,155.1
Rajasthan,26,Medium,Milk,Sudha,94.51,143.87,13597.1537,25,Tetra Pack,59,96.85,5714.15,Karnataka,Retail,84,24.46,136.61
Telangana,67,Large,Lassi,Amul,96.59,591.13,57097.2467,15,Refrigerated,413,93.64,38673.32,Rajasthan,Online,178,65.7,107.77
Uttar Pradesh,93,Medium,Ghee,Mother Dairy,13.99,335.83,4698.2617,96,Ambient,156,17.74,2767.44,Chandigarh,Wholesale,179,64.36,51.87
Uttar Pradesh,69,Medium,Ghee,Sudha,91.51,228.21,20883.4971,124,Ambient,103,95.02,9787.06,Bihar,Retail,125,98.04,61.63
Telangana,10,Medium,Paneer,Mother Dairy,92.52,888.43,82197.5436,9,Refrigerated,772,92.82,71657.04,Delhi,Online,116,72.43,141.49
Delhi,46,Large,Curd,Amul,78.33,484.47,37948.5351,5,Refrigerated,404,75.53,30514.12,Uttar Pradesh,Retail,80,88.49,32.99
Jharkhand,56,Small,Milk,Mother Dairy,41.4,107.91,4467.474,27,Tetra Pack,16,36.59,585.44,Haryana,Online,91,46.87,132.85
Gujarat,19,Medium,Ghee,Raj,96.7,195.58,18912.586,136,Ambient,116,92.65,10747.4,Jharkhand,Retail,79,77.43,96.75
Kerala,92,Medium,Buttermilk,Sudha,12.88,19.6,252.448,12,Refrigerated,9,10.7,96.3,Jharkhand,Retail,10,60.33,22.31
Bihar,36,Small,Butter,Amul,28.32,586.65,16613.928,36,Refrigerated,289,29.76,8600.64,Kerala,Online,297,55.66,39.44
Delhi,72,Medium,Butter,Mother Dairy,10.97,318.94,3498.7718,33,Refrigerated,220,7.79,1713.8,Madhya Pradesh,Retail,98,64.99,146.71
Karnataka,85,Large,Ghee,Raj,91.57,500.55,45835.3635,88,Ambient,173,89.2,15431.6,Jharkhand,Wholesale,327,67.61,176.95
Kerala,32,Small,Milk,Mother Dairy,66.17,909.29,60167.7193,26,Tetra Pack,342,66.52,22749.84,Delhi,Wholesale,567,97.11,149.32
Maharashtra,42,Small,Milk,Raj,56.52,814.72,46047.9744,1,Polythene Packet,552,53.5,29532,Karnataka,Wholesale,262,63.02,199.16
Kerala,79,Small,Curd,Amul,66.96,989.32,66244.8672,5,Refrigerated,109,62.11,6769.99,Bihar,Online,880,28.42,138.91
Karnataka,42,Small,Ghee,Raj,64.63,194.18,12549.8534,142,Ambient,58,63.28,3670.24,Madhya Pradesh,Wholesale,136,27.54,159.68
Madhya Pradesh,54,Small,Lassi,Amul,73.6,704.51,51851.936,17,Refrigerated,552,77.74,42912.48,Delhi,Retail,152,24.02,195.89
Tamil Nadu,61,Small,Cheese,Britannia Industries,87.85,213.37,18744.5545,45,Refrigerated,170,86.92,14776.4,Delhi,Wholesale,43,23.18,20.04
Tamil Nadu,87,Small,Cheese,Passion Cheese,46.62,945.88,44096.9256,80,Refrigerated,261,42.7,11144.7,Tamil Nadu,Wholesale,684,99.74,133.53
Delhi,37,Small,Butter,Amul,52.93,20.38,1078.7134,39,Refrigerated,11,55.79,613.69,Bihar,Retail,9,97.58,128.37
Jharkhand,26,Large,Lassi,Amul,51.96,894.86,46496.9256,12,Refrigerated,178,49.12,8743.36,Uttar Pradesh,Wholesale,716,80.49,123.89
Kerala,16,Small,Cheese,Amul,95.54,532.05,50832.057,43,Frozen,282,98.47,27768.54,West Bengal,Wholesale,250,40.57,158.83
West Bengal,61,Large,Paneer,Amul,96.34,104.3,10048.262,14,Refrigerated,76,101.1,7683.6,Maharashtra,Online,28,94.35,101.3
Jharkhand,89,Medium,Cheese,Passion Cheese,62.48,651.41,40700.0968,41,Frozen,497,59.66,29651.02,Chandigarh,Retail,154,68.04,164.13
Kerala,22,Large,Ice Cream,Dodla Dairy,98.78,701.46,69290.2188,27,Frozen,596,98.09,58461.64,Uttar Pradesh,Retail,105,72.67,115.89
Karnataka,37,Small,Curd,Amul,24.46,103.34,2527.6964,6,Refrigerated,27,20.51,553.77,Chandigarh,Online,76,47.34,55.94
Chandigarh,13,Medium,Ghee,Sudha,55.03,327.95,18047.0885,63,Ambient,129,54.14,6984.06,West Bengal,Retail,198,55.16,38.83
Rajasthan,57,Large,Ghee,Amul,84.49,894.53,75578.8397,93,Ambient,381,89.08,33939.48,Madhya Pradesh,Online,513,62.57,127.4
Bihar,80,Small,Lassi,Raj,94.88,256.77,24362.3376,17,Refrigerated,235,95.07,22341.45,Madhya Pradesh,Online,21,64.07,59.23
Bihar,31,Small,Cheese,Passion Cheese,84.24,221.31,18643.1544,55,Refrigerated,200,89.22,17844,Chandigarh,Online,21,51.34,90.31
Chandigarh,49,Small,Buttermilk,Amul,95.74,362.51,34706.7074,7,Refrigerated,293,94.48,27682.64,Jharkhand,Online,69,21.61,149.61
Chandigarh,23,Large,Butter,Amul,97.03,596.83,57910.4149,25,Refrigerated,303,99.95,30284.85,Madhya Pradesh,Online,293,91.7,141.46
Jharkhand,32,Medium,Milk,Sudha,47.88,880.17,42142.5396,2,Polythene Packet,575,52.4,30130,Chandigarh,Retail,305,12.99,126.88
Chandigarh,77,Large,Yogurt,Mother Dairy,40.86,860.39,35155.5354,23,Refrigerated,228,39.75,9063,Jharkhand,Retail,632,29.89,39.06
Madhya Pradesh,62,Small,Ghee,Raj,30.39,706.78,21479.0442,63,Ambient,364,29.1,10592.4,Maharashtra,Online,342,16.63,176.95
Delhi,51,Small,Ghee,Mother Dairy,33.54,268.09,8991.7386,113,Ambient,232,29.41,6823.12,Chandigarh,Online,36,20.28,196
Tamil Nadu,55,Medium,Milk,Mother Dairy,94.8,107.48,10189.104,24,Tetra Pack,58,92.81,5382.98,Maharashtra,Wholesale,49,46.95,186.56
Maharashtra,77,Medium,Ice Cream,Mother Dairy,10.76,945.02,10168.4152,30,Frozen,122,13.38,1632.36,Maharashtra,Wholesale,823,72.03,68.1
Delhi,86,Small,Cheese,Amul,25.71,265.07,6814.9497,69,Refrigerated,81,21.38,1731.78,Uttar Pradesh,Retail,184,78.31,146.96
Telangana,71,Large,Butter,Amul,66.49,462.49,30750.9601,38,Frozen,110,71.38,7851.8,Tamil Nadu,Retail,352,94.94,82.36
Chandigarh,90,Large,Butter,Mother Dairy,24.45,501.16,12253.362,27,Refrigerated,290,21.08,6113.2,Gujarat,Wholesale,211,54.16,179.66
Rajasthan,57,Small,Ghee,Mother Dairy,56.1,347.15,19475.115,143,Ambient,174,58.06,10102.44,Uttar Pradesh,Retail,173,28.07,143.61
Jharkhand,92,Medium,Milk,Sudha,55.91,558.02,31198.8982,26,Tetra Pack,520,51.26,26655.2,Tamil Nadu,Wholesale,38,38.89,20.25
Kerala,100,Small,Paneer,Sudha,96.78,689.89,66767.5542,9,Refrigerated,561,92.37,51819.57,Chandigarh,Wholesale,128,43.43,88.15
Gujarat,34,Medium,Ice Cream,Palle2patnam,22.71,493.51,11207.6121,24,Frozen,349,20.7,7224.3,Tamil Nadu,Online,144,97.82,187.18
Tamil Nadu,19,Medium,Ghee,Raj,80.15,825.29,66146.9935,146,Ambient,414,78.57,32527.98,Tamil Nadu,Wholesale,411,97.51,135.44
Tamil Nadu,62,Small,Cheese,Passion Cheese,84.48,898.13,75874.0224,47,Frozen,354,83.36,29509.44,Tamil Nadu,Online,544,88.24,82.6
Madhya Pradesh,68,Small,Ice Cream,Amul,85.41,568.75,48576.9375,21,Frozen,303,88.05,26679.15,Haryana,Retail,265,13.86,62.67
Rajasthan,50,Small,Cheese,Britannia Industries,47.16,434.67,20499.0372,42,Refrigerated,219,48.93,10715.67,Bihar,Retail,215,70.59,47.13
Telangana,34,Medium,Ice Cream,Dodla Dairy,46.45,411.24,19102.098,23,Frozen,381,50.08,19080.48,Kerala,Online,30,96.02,120.16
Delhi,54,Large,Paneer,Amul,40.75,28.99,1181.3425,7,Refrigerated,20,41.88,837.6,Maharashtra,Wholesale,8,72.88,143.01
Delhi,17,Small,Cheese,Britannia Industries,75.28,385.07,28988.0696,55,Frozen,356,75.36,26828.16,Uttar Pradesh,Retail,29,11.49,186.06
West Bengal,24,Small,Yogurt,Palle2patnam,25.75,140.84,3626.63,30,Refrigerated,34,26.98,917.32,Kerala,Wholesale,106,64.48,98.98
Karnataka,33,Large,Yogurt,Mother Dairy,41.63,816.86,34005.8818,29,Frozen,656,44.57,29237.92,Chandigarh,Retail,160,73.28,89.98
Chandigarh,54,Medium,Lassi,Amul,86.95,681.03,59215.5585,17,Refrigerated,303,86.41,26182.23,Delhi,Wholesale,378,57.44,180.27
Haryana,24,Medium,Butter,Parag Milk Foods,96.28,893.76,86051.2128,33,Refrigerated,126,95.73,12061.98,West Bengal,Wholesale,767,11.63,190.64
Delhi,87,Medium,Butter,Parag Milk Foods,28.63,74.21,2124.6323,39,Refrigerated,1,30.38,30.38,Rajasthan,Retail,73,14.02,130.98
Madhya Pradesh,29,Small,Lassi,Raj,28,150.65,4218.2,14,Refrigerated,2,31.75,63.5,Telangana,Online,148,63.96,169.48
Chandigarh,100,Small,Paneer,Amul,90.25,585.51,52842.2775,13,Refrigerated,27,88.23,2382.21,West Bengal,Wholesale,558,10.11,89.93
Maharashtra,66,Small,Cheese,Dynamix Dairies,32.97,650.13,21434.7861,58,Refrigerated,39,35.54,1386.06,Kerala,Online,611,22.51,171.58
Bihar,13,Medium,Milk,Amul,96.65,696.97,67362.1505,2,Polythene Packet,47,101.5,4770.5,Kerala,Retail,649,12.16,32.04
Delhi,18,Small,Yogurt,Amul,30.79,837.82,25796.4778,21,Refrigerated,272,32.85,8935.2,Telangana,Retail,565,75.33,29.76
Jharkhand,48,Small,Lassi,Mother Dairy,37.09,349.84,12975.5656,17,Refrigerated,243,38.27,9299.61,Kerala,Wholesale,106,76.43,37.02
Maharashtra,15,Large,Ice Cream,Palle2patnam,15.04,95.78,1440.5312,29,Frozen,41,19.7,807.7,Haryana,Retail,54,61.56,24.6
Uttar Pradesh,70,Large,Milk,Sudha,14.63,77.9,1139.677,2,Polythene Packet,24,14.85,356.4,Rajasthan,Retail,53,87.45,43.06
Chandigarh,17,Medium,Ice Cream,Mother Dairy,11.33,144.18,1633.5594,28,Frozen,51,11.14,568.14,Chandigarh,Wholesale,93,90.89,124.7
Chandigarh,66,Small,Ice Cream,Palle2patnam,99.12,198.71,19696.1352,23,Frozen,111,98.39,10921.29,Maharashtra,Wholesale,87,30.35,80.72
Karnataka,17,Medium,Paneer,Mother Dairy,31.07,725.54,22542.5278,7,Refrigerated,214,28.09,6011.26,Telangana,Online,511,62.99,34.56
Kerala,59,Large,Ghee,Raj,47.46,918.94,43612.8924,98,Ambient,345,44.01,15183.45,Gujarat,Online,573,98.71,78.95
Tamil Nadu,83,Medium,Yogurt,Amul,55.5,718.41,39871.755,24,Frozen,615,53.94,33173.1,Delhi,Retail,103,34.91,192.67
Jharkhand,40,Medium,Ice Cream,Amul,97.86,333.69,32654.9034,26,Frozen,1,99.45,99.45,Bihar,Retail,332,58.52,171.65
Rajasthan,15,Medium,Paneer,Mother Dairy,25.82,164.37,4244.0334,9,Refrigerated,46,23.32,1072.72,Uttar Pradesh,Online,118,39.84,120.15
Telangana,38,Medium,Lassi,Sudha,46.93,798.69,37482.5217,17,Refrigerated,67,49.36,3307.12,Bihar,Retail,731,17.22,150.69
Karnataka,74,Large,Buttermilk,Sudha,70.83,177.63,12581.5329,7,Refrigerated,174,70.12,12200.88,Telangana,Retail,3,46.76,186.83
Karnataka,97,Small,Curd,Sudha,22.54,478.22,10779.0788,7,Refrigerated,477,22.25,10613.25,Delhi,Retail,1,10.03,104.71
Haryana,55,Small,Cheese,Dynamix Dairies,71.71,876.89,62881.7819,53,Refrigerated,644,71.86,46277.84,Tamil Nadu,Retail,232,39.75,150.2
Gujarat,79,Large,Butter,Parag Milk Foods,62.24,714.01,44439.9824,38,Refrigerated,34,61.19,2080.46,Madhya Pradesh,Retail,680,38.89,91.57
Delhi,28,Medium,Yogurt,Dodla Dairy,60.39,903.79,54579.8781,27,Frozen,885,62.94,55701.9,Telangana,Retail,18,84.13,178.95
Bihar,95,Medium,Paneer,Raj,88.41,359.94,31822.2954,10,Refrigerated,279,87.42,24390.18,Chandigarh,Wholesale,80,15.99,172.81
Tamil Nadu,88,Small,Yogurt,Mother Dairy,27.3,353.46,9649.458,28,Frozen,237,28.37,6723.69,Tamil Nadu,Wholesale,116,43.44,51.93
Karnataka,71,Medium,Ghee,Mother Dairy,16.38,539.18,8831.7684,72,Ambient,35,11.97,418.95,Telangana,Retail,504,89.88,128
Kerala,92,Large,Yogurt,Amul,45.28,710.78,32184.1184,27,Refrigerated,455,43.53,19806.15,Delhi,Retail,255,26,149.96
Madhya Pradesh,99,Medium,Cheese,Dynamix Dairies,30.2,702.76,21223.352,76,Refrigerated,143,34.3,4904.9,Chandigarh,Wholesale,559,61.64,148.72
Gujarat,95,Small,Cheese,Dynamix Dairies,66.85,491.7,32870.145,58,Frozen,61,62.2,3794.2,Bihar,Online,430,40.06,23.24
Karnataka,62,Small,Cheese,Dynamix Dairies,89.23,76.49,6825.2027,34,Refrigerated,53,87.97,4662.41,Maharashtra,Retail,23,48.53,187.98
Chandigarh,70,Medium,Butter,Mother Dairy,19.23,728.14,14002.1322,27,Frozen,374,18.93,7079.82,Rajasthan,Online,354,15.19,43.08
Uttar Pradesh,10,Large,Yogurt,Amul,12,769.71,9236.52,28,Frozen,677,16.77,11353.29,Karnataka,Wholesale,92,43.32,35
Chandigarh,36,Small,Curd,Sudha,81.26,617.7,50194.302,6,Refrigerated,443,84.61,37482.23,Telangana,Retail,174,34.58,89.7
Uttar Pradesh,36,Medium,Butter,Parag Milk Foods,42.82,889.09,38070.8338,26,Frozen,58,45.42,2634.36,Gujarat,Wholesale,831,95.71,55.92
Delhi,69,Medium,Cheese,Passion Cheese,56.2,83.87,4713.494,62,Refrigerated,68,52.18,3548.24,Haryana,Online,15,87.41,91.21
Haryana,13,Medium,Yogurt,Dodla Dairy,90.89,30.1,2735.789,25,Frozen,9,88.05,792.45,Delhi,Wholesale,21,17,126.16
Tamil Nadu,38,Small,Curd,Mother Dairy,64.82,308.6,20003.452,6,Refrigerated,58,62.69,3636.02,Chandigarh,Wholesale,250,18.34,73.05
Karnataka,79,Large,Ice Cream,Dodla Dairy,91.15,657.01,59886.4615,24,Frozen,128,90.78,11619.84,Haryana,Online,529,83.19,25.84
Chandigarh,46,Small,Cheese,Passion Cheese,11.09,115.31,1278.7879,82,Frozen,63,12.96,816.48,Delhi,Online,52,24.94,126.09
Karnataka,98,Small,Ghee,Amul,22.15,655.55,14520.4325,61,Ambient,429,24.31,10428.99,Delhi,Retail,226,16.35,80.71
Karnataka,11,Small,Buttermilk,Amul,32.64,547.65,17875.296,7,Refrigerated,516,28.55,14731.8,West Bengal,Online,31,85.51,155.99
Chandigarh,54,Large,Lassi,Raj,88.87,188.84,16782.2108,13,Refrigerated,51,89.91,4585.41,Gujarat,Wholesale,137,72.09,147.43
Gujarat,25,Small,Ice Cream,Dodla Dairy,21.61,967.17,20900.5437,21,Frozen,353,18.87,6661.11,Jharkhand,Retail,614,10.59,33.54
Rajasthan,75,Large,Cheese,Passion Cheese,78.11,397.23,31027.6353,70,Refrigerated,315,77.87,24529.05,Delhi,Online,82,91.98,96.14
Maharashtra,12,Small,Milk,Amul,95.76,949.75,90948.06,1,Polythene Packet,441,99.5,43879.5,Maharashtra,Wholesale,508,83.51,138.93
Bihar,42,Small,Milk,Amul,93.8,343.98,32265.324,1,Polythene Packet,11,90.41,994.51,Chandigarh,Online,332,65.63,128.49
Chandigarh,99,Large,Cheese,Amul,35.25,517.99,18259.1475,82,Refrigerated,91,35.94,3270.54,Maharashtra,Online,426,16.76,199.4
Haryana,42,Medium,Ghee,Raj,20.56,991.49,20385.0344,123,Ambient,131,16.61,2175.91,Rajasthan,Wholesale,860,71.51,24.24
Haryana,59,Small,Milk,Amul,77.09,36.48,2812.2432,25,Tetra Pack,14,72.93,1021.02,Gujarat,Retail,22,79.69,192.48
Chandigarh,43,Small,Butter,Amul,94.49,771.48,72897.1452,38,Frozen,123,90.11,11083.53,Bihar,Online,648,94.96,129.09
Chandigarh,17,Small,Buttermilk,Raj,87.23,967.83,84423.8109,7,Refrigerated,519,82.45,42791.55,Kerala,Online,448,79.68,170.86
Bihar,80,Medium,Curd,Sudha,48.21,665.4,32078.934,5,Refrigerated,228,47.4,10807.2,Karnataka,Wholesale,437,33.46,160.2
Maharashtra,82,Large,Butter,Mother Dairy,42.35,994.25,42106.4875,31,Refrigerated,640,46.56,29798.4,Bihar,Online,354,94.39,125.76
Madhya Pradesh,42,Medium,Ghee,Amul,11.82,373.77,4417.9614,139,Ambient,182,12.68,2307.76,Bihar,Wholesale,191,13.13,147.6
Madhya Pradesh,77,Large,Yogurt,Dodla Dairy,30.78,612.4,18849.672,24,Frozen,58,33.17,1923.86,Bihar,Retail,554,19.97,96.86
Bihar,45,Medium,Buttermilk,Amul,35.63,706.55,25174.3765,12,Refrigerated,599,37.74,22606.26,Chandigarh,Online,107,14.29,120.63
Uttar Pradesh,67,Medium,Ghee,Sudha,52.21,953.11,49761.8731,113,Ambient,40,53.97,2158.8,Chandigarh,Wholesale,913,48.3,66.53
Delhi,72,Medium,Buttermilk,Amul,20.2,718.53,14514.306,11,Refrigerated,326,23.25,7579.5,Bihar,Retail,392,75.34,182.03
Uttar Pradesh,91,Large,Paneer,Sudha,83.29,720.23,59987.9567,9,Refrigerated,596,82.38,49098.48,Tamil Nadu,Wholesale,124,52.84,36.92
Haryana,19,Large,Ghee,Sudha,50.81,556.64,28282.8784,106,Ambient,177,54.8,9699.6,Bihar,Wholesale,379,40.95,146.95
Delhi,26,Medium,Cheese,Passion Cheese,22.4,782.55,17529.12,48,Frozen,191,20,3820,Bihar,Online,591,28.22,162.85
Uttar Pradesh,41,Small,Paneer,Sudha,29.78,47.86,1425.2708,11,Refrigerated,16,27.46,439.36,Haryana,Online,31,66.25,31.16
Uttar Pradesh,48,Large,Curd,Raj,39.34,424.45,16697.863,7,Refrigerated,7,41.87,293.09,Delhi,Wholesale,417,82.64,171.4
